8951,1745,1.74,65,6439,6.43,65,6511,6.51,65,13709,13.7,65,15015,15.01,65,15027,15.02,65,16781,16.78,65,16837,16.83,65,32322,32.32,65,32329,32.32,65,32336,32.33,66,32350,32.35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997,1515,1.51,67,1745,1.74,65,4503,4.5,67,6155,6.15,67,13309,13.3,65,13539,13.53,67,13615,13.61,65,13669,13.66,65,13701,13.7,66,15011,15.01,66,16337,16.33,66,16799,16.79,66,16863,16.86,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9024,1745,1.74,65,6439,6.43,65,6511,6.51,65,13709,13.7,65,15015,15.01,65,15027,15.02,65,16781,16.78,65,16837,16.83,65,32322,32.32,65,32329,32.32,65,32336,32.33,66,32350,32.35,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9043,1745,1.74,65,6303,6.3,65,6439,6.43,65,13709,13.7,65,15015,15.01,65,15027,15.02,65,16837,16.83,65,32322,32.32,66,32387,32.38,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9313,1745,1.74,65,6439,6.43,65,6511,6.51,65,13709,13.7,65,15015,15.01,65,15027,15.02,65,16781,16.78,65,16837,16.83,65,32322,32.32,65,32329,32.32,65,32350,32.35,66,32437,32.43,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9337,1515,1.51,67,1745,1.74,65,4503,4.5,67,6155,6.15,66,6303,6.3,67,6439,6.43,66,13309,13.3,65,13539,13.53,68,13615,13.61,68,13669,13.66,65,13701,13.7,68,13709,13.7,65,15011,15.01,66,15015,15.01,66,15027,15.02,66,16337,16.33,65,16799,16.79,67,16837,16.83,67,16863,16.86,67,32322,32.32,66,32387,32.38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9339,1515,1.51,67,1745,1.74,65,4503,4.5,67,6155,6.15,66,6303,6.3,67,11525,11.52,68,11585,11.58,68,11593,11.59,68,13309,13.3,65,13403,13.4,65,13539,13.53,68,13615,13.61,68,13669,13.66,65,13701,13.7,68,13709,13.7,65,13767,13.76,65,15003,15,66,15011,15.01,66,15015,15.01,66,16337,16.33,65,16691,16.69,66,16783,16.78,66,16799,16.79,67,16863,16.86,67,32277,32.27,66,0,0,0,0,0,0,0,0,0,0,0,0
9385,1515,1.51,67,1745,1.74,65,4503,4.5,67,6155,6.15,66,6303,6.3,67,6439,6.43,66,13309,13.3,65,13539,13.53,68,13615,13.61,68,13669,13.66,65,13701,13.7,68,13709,13.7,65,15011,15.01,66,15015,15.01,66,15027,15.02,66,16337,16.33,65,16799,16.79,67,16837,16.83,67,16883,16.88,67,32322,32.32,66,32457,32.45,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9386,1515,1.51,67,1745,1.74,65,4503,4.5,67,6155,6.15,66,6303,6.3,67,11585,11.58,68,11593,11.59,68,13309,13.3,65,13403,13.4,65,13505,13.5,68,13539,13.53,68,13615,13.61,68,13669,13.66,65,13701,13.7,68,13709,13.7,65,13767,13.76,65,15003,15,66,15011,15.01,66,15015,15.01,66,16337,16.33,65,16691,16.69,66,16783,16.78,66,16799,16.79,67,16883,16.88,67,32277,32.27,66,0,0,0,0,0,0,0,0,0,0,0,0
9387,1745,1.74,65,1799,1.79,65,4503,4.5,66,6265,6.26,67,11525,11.52,66,13309,13.3,65,13337,13.33,67,13615,13.61,67,13669,13.66,65,15011,15.01,66,16799,16.79,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9416,1745,1.74,65,4503,4.5,67,6303,6.3,67,13669,13.66,65,13709,13.7,65,15011,15.01,66,15015,15.01,66,15027,15.02,66,16799,16.79,67,32322,32.32,66,32461,32.46,68,32462,32.46,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9422,1745,1.74,65,4503,4.5,67,6303,6.3,67,11585,11.58,67,11593,11.59,67,13403,13.4,65,13505,13.5,67,13669,13.66,65,13709,13.7,65,13767,13.76,65,15003,15,66,15011,15.01,66,15015,15.01,66,16799,16.79,66,32277,32.27,66,32462,32.46,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9482,1745,1.74,65,6303,6.3,65,13669,13.66,65,13709,13.7,65,15015,15.01,66,15021,15.02,66,15027,15.02,66,16691,16.69,66,16781,16.78,66,16855,16.85,66,32488,32.48,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9491,1745,1.74,65,4503,4.5,67,6303,6.3,67,11585,11.58,67,11593,11.59,67,13403,13.4,65,13505,13.5,67,13669,13.66,65,13709,13.7,65,13767,13.76,65,15003,15,66,15011,15.01,66,15015,15.01,66,16799,16.79,66,32277,32.27,66,32477,32.47,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9540,1745,1.74,65,6303,6.3,67,11585,11.58,67,11593,11.59,67,13403,13.4,65,13505,13.5,67,13669,13.66,65,13701,13.7,67,13709,13.7,66,13767,13.76,65,15003,15,66,15015,15.01,66,16691,16.69,66,16783,16.78,66,32277,32.27,66,32477,32.47,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9541,1745,1.74,65,6303,6.3,67,11585,11.58,67,11593,11.59,67,13403,13.4,65,13505,13.5,67,13669,13.66,65,13701,13.7,67,13709,13.7,66,13767,13.76,65,15003,15,66,15015,15.01,66,16691,16.69,66,16783,16.78,66,32277,32.27,66,32477,32.47,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9544,1745,1.74,65,6303,6.3,65,6439,6.43,65,13709,13.7,65,15015,15.01,65,15027,15.02,65,16837,16.83,65,32322,32.32,66,32488,32.48,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9564,1745,1.74,65,4503,4.5,67,6303,6.3,67,13669,13.66,65,13709,13.7,65,15011,15.01,66,15015,15.01,66,15027,15.02,66,16799,16.79,67,32322,32.32,66,32477,32.47,68,32488,32.48,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9565,1745,1.74,65,4503,4.5,67,6303,6.3,67,13669,13.66,65,13709,13.7,65,15011,15.01,66,15015,15.01,66,15027,15.02,66,16799,16.79,67,32322,32.32,66,32477,32.47,68,32488,32.48,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9566,1745,1.74,65,6303,6.3,66,13669,13.66,65,15015,15.01,66,15027,15.02,66,16837,16.83,66,32322,32.32,66,32477,32.47,67,32488,32.48,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9588,1745,1.74,65,4503,4.5,67,4533,4.53,67,11585,11.58,67,11593,11.59,67,13403,13.4,65,13505,13.5,67,13669,13.66,65,13709,13.7,65,13767,13.76,65,15003,15,66,15011,15.01,66,15015,15.01,66,16799,16.79,66,32277,32.27,66,32496,32.49,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9591,1745,1.74,65,4503,4.5,67,6303,6.3,67,11585,11.58,67,11593,11.59,67,13403,13.4,65,13505,13.5,67,13701,13.7,67,13709,13.7,65,13767,13.76,65,15003,15,66,15011,15.01,66,15015,15.01,66,16337,16.33,65,16691,16.69,66,16783,16.78,66,16799,16.79,66,16883,16.88,66,32277,32.27,66,32462,32.46,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
